Fecha,Producto,Categoría,Precio,UnidadesVendidas,Descuento,Mes,Día_Semana
15/01/2023,Leche Pil Deslactosada 1L,Lácteos,9.65,46,0,1,7
18/01/2023,Bebida Láctea Pil Chocolate 1L,Bebidas,11.46,31,5,1,3
21/01/2023,Leche Pil Entera 1L,Lácteos,8.42,121,0,1,6
02/01/2023,Leche Pil Entera 1L,Lácteos,8.15,103,0,1,1
29/01/2023,Yogurt Pil Natural 1L,Derivado,10.07,42,0,1,7
12/01/2023,Yogurt Bebible Pil 200ml,Derivado,4.37,67,0,1,4
16/01/2023,Leche Pil UHT 1L,Lácteos,7.94,103,15,1,1
28/01/2023,Leche Pil 500ml (mini),Lácteos,4.99,78,0,1,6
23/01/2023,Leche Pil Entera 1L,Lácteos,8.56,111,0,1,1
05/01/2023,Bebida Láctea Pil Chocolate 1L,Bebidas,11.28,49,5,1,4
03/01/2023,Leche Pil 500ml (mini),Lácteos,5.17,64,0,1,2
22/01/2023,Leche Pil Deslactosada 1L,Lácteos,9.29,75,15,1,7
12/01/2023,Leche Pil Light 1L,Lácteos,9.23,88,0,1,4
03/01/2023,Leche Pil 500ml (mini),Lácteos,5.12,61,0,1,2
31/01/2023,Leche Pil Light 1L,Lácteos,9.03,72,0,1,2
24/01/2023,Mantequilla Pil 200g,Derivado,11.29,33,0,1,2
09/01/2023,Leche Pil UHT 1L,Lácteos,7.27,85,5,1,1
19/01/2023,Leche Pil 500ml (mini),Lácteos,4.88,71,10,1,4
09/01/2023,Leche Pil Light 1L,Lácteos,9.14,90,5,1,1
31/01/2023,Bebida Láctea Pil Chocolate 1L,Bebidas,11.25,51,10,1,2
29/01/2023,Leche Pil Light 1L,Lácteos,8.65,74,0,1,7
24/01/2023,Leche Pil UHT 1L,Lácteos,7.63,74,0,1,2
01/01/2023,Leche Pil Light 1L,Lácteos,9.17,80,5,1,7
23/01/2023,Mantequilla Pil 200g,Derivado,12.25,27,0,1,1
20/01/2023,Leche Pil Light 1L,Lácteos,8.84,98,0,1,5
16/01/2023,Leche Pil 500ml (mini),Lácteos,5.01,63,0,1,1
14/01/2023,Leche Pil 500ml (mini),Lácteos,4.97,85,0,1,6
23/01/2023,Yogurt Bebible Pil 200ml,Derivado,4.72,59,0,1,1
25/01/2023,Bebida Láctea Pil Chocolate 1L,Bebidas,11.51,52,10,1,3
31/01/2023,Leche Pil Deslactosada 1L,Lácteos,9.76,45,0,1,2
05/01/2023,Queso Pil Fresco 300g,Derivado,13.88,35,0,1,4
13/01/2023,Leche Pil Light 1L,Lácteos,9.44,92,10,1,5
07/01/2023,Yogurt Pil Natural 1L,Derivado,9.99,55,0,1,6
22/01/2023,Leche Pil UHT 1L,Lácteos,7.37,94,10,1,7
15/01/2023,Yogurt Bebible Pil 200ml,Derivado,4.37,76,20,1,7
10/01/2023,Yogurt Bebible Pil 200ml,Derivado,4.5,80,0,1,2
18/01/2023,Mantequilla Pil 200g,Derivado,12.19,36,0,1,3
23/01/2023,Yogurt Bebible Pil 200ml,Derivado,4.49,60,0,1,1
22/01/2023,Leche Pil Entera 1L,Lácteos,8.43,109,10,1,7
10/01/2023,Leche Pil UHT 1L,Lácteos,7.37,104,10,1,2
11/01/2023,Yogurt Pil Natural 1L,Derivado,10.03,46,0,1,3
08/01/2023,Yogurt Bebible Pil 200ml,Derivado,4.58,69,0,1,7
19/01/2023,Leche Pil UHT 1L,Lácteos,7.56,92,0,1,4
26/01/2023,Leche Pil En Polvo 500g,Lácteos,25.35,18,5,1,4
29/01/2023,Leche Pil Entera 1L,Lácteos,8.89,85,0,1,7
17/01/2023,Yogurt Pil Natural 1L,Derivado,10.0,53,0,1,2
31/01/2023,Yogurt Pil Natural 1L,Derivado,10.2,60,0,1,2
14/01/2023,Leche Pil Entera 1L,Lácteos,8.62,98,0,1,6
05/01/2023,Mantequilla Pil 200g,Derivado,12.3,18,5,1,4
25/01/2023,Queso Pil Fresco 300g,Derivado,13.79,37,15,1,3
18/01/2023,Leche Pil UHT 1L,Lácteos,7.41,76,0,1,3
22/01/2023,Leche Pil En Polvo 500g,Lácteos,24.89,18,0,1,7
19/01/2023,Mantequilla Pil 200g,Derivado,11.7,37,0,1,4
11/01/2023,Yogurt Pil Natural 1L,Derivado,10.09,61,5,1,3
28/01/2023,Leche Pil Light 1L,Lácteos,8.84,105,0,1,6
01/01/2023,Leche Pil Light 1L,Lácteos,8.78,67,0,1,7
20/01/2023,Yogurt Pil Fresa 1L,Derivado,9.71,53,0,1,5
02/01/2023,Leche Pil UHT 1L,Lácteos,7.63,84,5,1,1
23/01/2023,Yogurt Bebible Pil 200ml,Derivado,4.31,75,10,1,1
25/01/2023,Queso Pil Fresco 300g,Derivado,13.94,51,0,1,3
12/01/2023,Leche Pil Deslactosada 1L,Lácteos,9.6,59,0,1,4
19/01/2023,Leche Pil Deslactosada 1L,Lácteos,9.28,71,0,1,4
04/01/2023,Leche Pil 500ml (mini),Lácteos,5.1,48,5,1,3
25/01/2023,Bebida Láctea Pil Chocolate 1L,Bebidas,12.12,30,0,1,3
03/01/2023,Leche Pil 500ml (mini),Lácteos,4.65,58,5,1,2
20/01/2023,Leche Pil Light 1L,Lácteos,9.11,84,0,1,5
03/01/2023,Yogurt Pil Fresa 1L,Derivado,10.18,63,10,1,2
17/01/2023,Leche Pil UHT 1L,Lácteos,7.27,110,5,1,2
14/01/2023,Bebida Láctea Pil Chocolate 1L,Bebidas,12.01,42,0,1,6
24/01/2023,Yogurt Bebible Pil 200ml,Derivado,4.43,76,15,1,2
06/01/2023,Yogurt Bebible Pil 200ml,Derivado,4.34,73,5,1,5
24/01/2023,Leche Pil Light 1L,Lácteos,8.88,84,0,1,2
07/01/2023,Leche Pil En Polvo 500g,Lácteos,25.29,17,0,1,6
08/01/2023,Crema Pil 200ml,Derivado,7.52,20,0,1,7
20/01/2023,Leche Pil Deslactosada 1L,Lácteos,9.56,66,0,1,5
25/01/2023,Leche Pil 500ml (mini),Lácteos,5.29,52,0,1,3
25/01/2023,Yogurt Bebible Pil 200ml,Derivado,4.54,79,0,1,3
06/01/2023,Yogurt Bebible Pil 200ml,Derivado,4.42,94,0,1,5
27/01/2023,Leche Pil UHT 1L,Lácteos,7.2,86,0,1,5
06/01/2023,Leche Pil 500ml (mini),Lácteos,4.93,68,0,1,5
01/01/2023,Yogurt Pil Natural 1L,Derivado,10.36,38,0,1,7
21/01/2023,Leche Pil UHT 1L,Lácteos,7.68,105,0,1,6
30/01/2023,Leche Pil UHT 1L,Lácteos,7.86,87,0,1,1
16/01/2023,Crema Pil 200ml,Derivado,8.09,37,10,1,1
24/01/2023,Queso Pil Fresco 300g,Derivado,13.8,33,0,1,2
04/01/2023,Bebida Láctea Pil Chocolate 1L,Bebidas,11.38,47,0,1,3
11/01/2023,Leche Pil Deslactosada 1L,Lácteos,9.74,59,0,1,3
03/01/2023,Yogurt Pil Natural 1L,Derivado,10.09,52,0,1,2
04/01/2023,Leche Pil Deslactosada 1L,Lácteos,9.7,59,0,1,3
31/01/2023,Leche Pil 500ml (mini),Lácteos,4.9,51,0,1,2
13/01/2023,Leche Pil UHT 1L,Lácteos,8.0,85,0,1,5
19/01/2023,Yogurt Pil Fresa 1L,Derivado,10.43,50,0,1,4
23/01/2023,Leche Pil Deslactosada 1L,Lácteos,9.58,69,10,1,1
31/01/2023,Leche Pil En Polvo 500g,Lácteos,24.77,18,0,1,2
22/01/2023,Leche Pil Light 1L,Lácteos,9.03,71,0,1,7
13/01/2023,Leche Pil Entera 1L,Lácteos,8.84,111,0,1,5
26/01/2023,Bebida Láctea Pil Chocolate 1L,Bebidas,11.11,43,0,1,4
14/01/2023,Leche Pil 500ml (mini),Lácteos,5.04,54,0,1,6
13/01/2023,Yogurt Bebible Pil 200ml,Derivado,4.47,85,0,1,5
23/01/2023,Yogurt Pil Natural 1L,Derivado,10.19,53,0,1,1
16/01/2023,Leche Pil UHT 1L,Lácteos,7.26,82,5,1,1
05/01/2023,Leche Pil Light 1L,Lácteos,8.62,76,0,1,4
28/01/2023,Leche Pil UHT 1L,Lácteos,7.44,111,0,1,6
11/01/2023,Crema Pil 200ml,Derivado,8.43,13,0,1,3
06/01/2023,Leche Pil Light 1L,Lácteos,9.06,97,5,1,5
04/01/2023,Leche Pil UHT 1L,Lácteos,7.98,93,0,1,3
10/01/2023,Leche Pil 500ml (mini),Lácteos,4.72,76,0,1,2
12/01/2023,Yogurt Bebible Pil 200ml,Derivado,4.54,82,5,1,4
06/01/2023,Leche Pil Light 1L,Lácteos,9.09,89,0,1,5
23/01/2023,Leche Pil Light 1L,Lácteos,9.3,72,0,1,1
14/01/2023,Leche Pil 500ml (mini),Lácteos,4.97,77,0,1,6
29/01/2023,Leche Pil Deslactosada 1L,Lácteos,9.71,55,15,1,7
09/01/2023,Leche Pil Entera 1L,Lácteos,8.5,113,15,1,1
16/01/2023,Leche Pil Entera 1L,Lácteos,9.12,97,0,1,1
03/01/2023,Leche Condensada Pil 400g,Derivado,10.04,30,0,1,2
06/01/2023,Leche Condensada Pil 400g,Derivado,10.67,23,0,1,5
09/01/2023,Leche Pil Entera 1L,Lácteos,8.17,92,0,1,1
13/01/2023,Leche Condensada Pil 400g,Derivado,10.71,22,0,1,5
07/01/2023,Yogurt Pil Natural 1L,Derivado,10.34,62,0,1,6
08/01/2023,Leche Pil Entera 1L,Lácteos,8.47,96,15,1,7
12/01/2023,Yogurt Pil Natural 1L,Derivado,9.66,38,0,1,4
21/01/2023,Leche Pil UHT 1L,Lácteos,7.26,116,0,1,6
21/01/2023,Yogurt Bebible Pil 200ml,Derivado,4.35,84,0,1,6
03/01/2023,Leche Pil UHT 1L,Lácteos,7.62,88,5,1,2
11/01/2023,Yogurt Bebible Pil 200ml,Derivado,4.47,66,0,1,3
15/01/2023,Leche Pil Entera 1L,Lácteos,8.5,112,15,1,7
25/01/2023,Mantequilla Pil 200g,Derivado,12.36,31,0,1,3
04/01/2023,Queso Pil Fresco 300g,Derivado,13.57,40,0,1,3
17/01/2023,Yogurt Pil Fresa 1L,Derivado,10.34,36,10,1,2
09/01/2023,Yogurt Pil Fresa 1L,Derivado,9.97,53,0,1,1
01/01/2023,Leche Pil 500ml (mini),Lácteos,4.83,61,0,1,7
29/01/2023,Leche Pil Light 1L,Lácteos,9.26,70,0,1,7
20/01/2023,Leche Condensada Pil 400g,Derivado,10.77,35,0,1,5
02/01/2023,Leche Condensada Pil 400g,Derivado,10.72,17,0,1,1
18/01/2023,Bebida Láctea Pil Chocolate 1L,Bebidas,11.67,32,0,1,3
02/01/2023,Leche Pil UHT 1L,Lácteos,7.31,100,20,1,1
22/01/2023,Leche Pil Entera 1L,Lácteos,8.51,87,0,1,7
12/01/2023,Leche Pil UHT 1L,Lácteos,7.89,87,0,1,4
04/01/2023,Leche Pil UHT 1L,Lácteos,7.6,92,0,1,3
06/01/2023,Yogurt Pil Fresa 1L,Derivado,10.22,58,15,1,5
01/01/2023,Leche Pil Entera 1L,Lácteos,8.35,102,0,1,7
31/01/2023,Leche Pil 500ml (mini),Lácteos,5.07,62,10,1,2
17/01/2023,Leche Pil UHT 1L,Lácteos,7.54,91,10,1,2
01/01/2023,Queso Pil Fresco 300g,Derivado,13.82,26,0,1,7
01/01/2023,Bebida Láctea Pil Chocolate 1L,Bebidas,11.23,34,0,1,7
11/01/2023,Mantequilla Pil 200g,Derivado,11.42,28,0,1,3
13/01/2023,Leche Pil 500ml (mini),Lácteos,5.1,66,0,1,5
10/01/2023,Leche Pil Entera 1L,Lácteos,8.24,96,0,1,2
01/01/2023,Yogurt Bebible Pil 200ml,Derivado,4.58,70,0,1,7
26/01/2023,Bebida Láctea Pil Chocolate 1L,Bebidas,11.63,38,0,1,4
29/01/2023,Yogurt Pil Natural 1L,Derivado,10.36,36,0,1,7
19/01/2023,Leche Pil Light 1L,Lácteos,9.23,95,10,1,4
19/01/2023,Bebida Láctea Pil Chocolate 1L,Bebidas,11.63,47,0,1,4
12/01/2023,Leche Pil Light 1L,Lácteos,9.2,73,0,1,4
28/01/2023,Leche Pil Entera 1L,Lácteos,8.65,127,0,1,6
03/01/2023,Leche Pil UHT 1L,Lácteos,7.32,94,0,1,2
31/01/2023,Yogurt Pil Natural 1L,Derivado,9.77,65,15,1,2
06/01/2023,Bebida Láctea Pil Chocolate 1L,Bebidas,11.61,34,10,1,5
07/01/2023,Queso Pil Fresco 300g,Derivado,14.4,47,0,1,6
21/01/2023,Leche Pil Light 1L,Lácteos,9.02,101,0,1,6
20/01/2023,Leche Pil UHT 1L,Lácteos,7.7,83,0,1,5
16/01/2023,Leche Pil Deslactosada 1L,Lácteos,9.41,55,5,1,1
06/01/2023,Yogurt Pil Fresa 1L,Derivado,9.47,46,0,1,5
18/01/2023,Queso Pil Fresco 300g,Derivado,14.78,33,5,1,3
07/01/2023,Yogurt Pil Natural 1L,Derivado,9.91,67,10,1,6
12/01/2023,Leche Pil Entera 1L,Lácteos,8.49,121,10,1,4
04/01/2023,Leche Pil UHT 1L,Lácteos,7.54,94,0,1,3
28/01/2023,Bebida Láctea Pil Chocolate 1L,Bebidas,11.38,48,5,1,6
22/01/2023,Yogurt Bebible Pil 200ml,Derivado,4.58,76,20,1,7
30/01/2023,Leche Pil Light 1L,Lácteos,8.91,88,0,1,1
05/01/2023,Leche Pil Deslactosada 1L,Lácteos,9.62,58,0,1,4
20/01/2023,Mantequilla Pil 200g,Derivado,11.35,32,0,1,5
12/01/2023,Yogurt Bebible Pil 200ml,Derivado,4.39,48,0,1,4
19/01/2023,Yogurt Bebible Pil 200ml,Derivado,4.49,80,0,1,4
06/01/2023,Leche Pil Deslactosada 1L,Lácteos,9.55,60,0,1,5
29/01/2023,Yogurt Pil Fresa 1L,Derivado,10.13,38,0,1,7
15/01/2023,Leche Pil 500ml (mini),Lácteos,4.89,61,0,1,7
23/01/2023,Leche Pil UHT 1L,Lácteos,7.56,80,0,1,1
28/01/2023,Queso Pil Fresco 300g,Derivado,13.45,50,0,1,6
29/01/2023,Leche Pil Entera 1L,Lácteos,8.85,77,0,1,7
25/01/2023,Leche Pil Light 1L,Lácteos,8.77,82,0,1,3
06/01/2023,Leche Pil En Polvo 500g,Lácteos,25.01,23,0,1,5
17/01/2023,Leche Pil Deslactosada 1L,Lácteos,9.68,66,20,1,2
05/01/2023,Leche Pil 500ml (mini),Lácteos,5.03,60,0,1,4
27/01/2023,Leche Pil 500ml (mini),Lácteos,5.25,101,20,1,5
27/01/2023,Leche Pil 500ml (mini),Lácteos,4.92,65,0,1,5
15/01/2023,Yogurt Bebible Pil 200ml,Derivado,4.67,53,0,1,7
01/01/2023,Leche Pil 500ml (mini),Lácteos,5.07,46,0,1,7
20/01/2023,Leche Pil UHT 1L,Lácteos,7.41,132,20,1,5
02/01/2023,Leche Pil UHT 1L,Lácteos,7.64,101,10,1,1
30/01/2023,Leche Pil Light 1L,Lácteos,8.8,75,0,1,1
18/01/2023,Leche Pil Light 1L,Lácteos,9.08,76,0,1,3
29/01/2023,Leche Pil Entera 1L,Lácteos,8.58,86,0,1,7
31/01/2023,Leche Pil Light 1L,Lácteos,9.15,87,0,1,2
26/01/2023,Yogurt Pil Fresa 1L,Derivado,10.52,39,0,1,4
31/01/2023,Queso Pil Fresco 300g,Derivado,13.47,34,0,1,2
04/01/2023,Leche Pil Entera 1L,Lácteos,8.44,107,0,1,3
26/01/2023,Leche Pil UHT 1L,Lácteos,7.15,80,0,1,4
30/01/2023,Bebida Láctea Pil Chocolate 1L,Bebidas,12.02,40,0,1,1
10/01/2023,Bebida Láctea Pil Chocolate 1L,Bebidas,11.75,38,0,1,2
30/01/2023,Leche Pil Entera 1L,Lácteos,8.87,85,5,1,1
10/01/2023,Yogurt Bebible Pil 200ml,Derivado,4.44,77,0,1,2
04/01/2023,Bebida Láctea Pil Chocolate 1L,Bebidas,11.61,36,0,1,3
12/01/2023,Yogurt Pil Natural 1L,Derivado,10.12,47,0,1,4
22/01/2023,Leche Pil Entera 1L,Lácteos,8.93,88,0,1,7
06/01/2023,Leche Condensada Pil 400g,Derivado,10.98,25,0,1,5
19/01/2023,Leche Pil 500ml (mini),Lácteos,4.95,65,0,1,4
17/01/2023,Leche Pil Light 1L,Lácteos,8.72,74,0,1,2
06/01/2023,Mantequilla Pil 200g,Derivado,12.0,33,0,1,5
29/01/2023,Crema Pil 200ml,Derivado,8.12,24,0,1,7
04/01/2023,Leche Pil Entera 1L,Lácteos,8.8,113,10,1,3
16/01/2023,Leche Pil Deslactosada 1L,Lácteos,9.17,55,5,1,1
07/01/2023,Bebida Láctea Pil Chocolate 1L,Bebidas,11.69,44,0,1,6
20/01/2023,Queso Pil Fresco 300g,Derivado,13.7,44,0,1,5
05/01/2023,Leche Pil Entera 1L,Lácteos,8.53,107,0,1,4
20/01/2023,Bebida Láctea Pil Chocolate 1L,Bebidas,11.32,36,5,1,5
30/01/2023,Leche Pil Light 1L,Lácteos,8.75,70,5,1,1
11/01/2023,Yogurt Pil Natural 1L,Derivado,9.85,63,5,1,3
31/01/2023,Leche Pil UHT 1L,Lácteos,7.38,92,0,1,2
15/01/2023,Leche Pil 500ml (mini),Lácteos,5.12,57,10,1,7
30/01/2023,Leche Pil Entera 1L,Lácteos,8.21,114,0,1,1
22/01/2023,Leche Pil Light 1L,Lácteos,8.92,82,10,1,7
18/01/2023,Yogurt Bebible Pil 200ml,Derivado,4.38,84,0,1,3
27/01/2023,Leche Pil 500ml (mini),Lácteos,5.14,52,0,1,5
13/01/2023,Leche Pil Entera 1L,Lácteos,8.45,94,0,1,5
26/01/2023,Queso Pil Fresco 300g,Derivado,14.2,38,0,1,4
15/01/2023,Leche Pil Deslactosada 1L,Lácteos,9.24,49,0,1,7
31/01/2023,Leche Pil Entera 1L,Lácteos,8.43,102,0,1,2
04/01/2023,Leche Pil Entera 1L,Lácteos,8.61,88,0,1,3
22/01/2023,Bebida Láctea Pil Chocolate 1L,Bebidas,11.9,39,0,1,7
18/01/2023,Yogurt Pil Natural 1L,Derivado,9.61,58,0,1,3
03/01/2023,Leche Condensada Pil 400g,Derivado,11.13,25,15,1,2
11/01/2023,Bebida Láctea Pil Chocolate 1L,Bebidas,11.72,49,0,1,3
08/01/2023,Yogurt Bebible Pil 200ml,Derivado,4.32,66,0,1,7
12/01/2023,Mantequilla Pil 200g,Derivado,11.64,52,10,1,4
05/01/2023,Leche Pil Entera 1L,Lácteos,8.05,106,0,1,4
08/01/2023,Leche Pil 500ml (mini),Lácteos,5.11,50,0,1,7
31/01/2023,Leche Pil Entera 1L,Lácteos,8.23,100,0,1,2
27/01/2023,Yogurt Bebible Pil 200ml,Derivado,4.4,103,20,1,5
16/01/2023,Bebida Láctea Pil Chocolate 1L,Bebidas,11.62,17,0,1,1
07/01/2023,Leche Pil Entera 1L,Lácteos,8.84,142,15,1,6
26/01/2023,Leche Pil UHT 1L,Lácteos,7.31,95,5,1,4
13/01/2023,Bebida Láctea Pil Chocolate 1L,Bebidas,11.47,44,0,1,5
02/01/2023,Leche Pil Deslactosada 1L,Lácteos,9.24,63,0,1,1
12/01/2023,Yogurt Pil Fresa 1L,Derivado,10.16,46,5,1,4
02/01/2023,Leche Pil Deslactosada 1L,Lácteos,9.86,57,0,1,1
30/01/2023,Yogurt Bebible Pil 200ml,Derivado,4.42,68,0,1,1
30/01/2023,Leche Pil UHT 1L,Lácteos,7.33,92,5,1,1
16/01/2023,Leche Pil Entera 1L,Lácteos,8.51,111,15,1,1
26/01/2023,Leche Pil 500ml (mini),Lácteos,5.03,59,0,1,4
27/01/2023,Leche Pil UHT 1L,Lácteos,7.11,113,0,1,5
30/01/2023,Leche Pil Light 1L,Lácteos,8.62,80,0,1,1
22/01/2023,Leche Pil UHT 1L,Lácteos,7.62,78,0,1,7
23/01/2023,Crema Pil 200ml,Derivado,7.84,21,5,1,1
25/01/2023,Leche Pil Entera 1L,Lácteos,8.39,107,5,1,3
27/01/2023,Leche Pil UHT 1L,Lácteos,7.33,94,0,1,5
19/01/2023,Queso Pil Fresco 300g,Derivado,14.04,32,0,1,4
04/01/2023,Crema Pil 200ml,Derivado,8.88,20,0,1,3
28/01/2023,Leche Pil UHT 1L,Lácteos,7.34,133,15,1,6
17/01/2023,Yogurt Pil Natural 1L,Derivado,10.3,44,0,1,2
03/01/2023,Crema Pil 200ml,Derivado,7.99,27,15,1,2
22/01/2023,Leche Pil UHT 1L,Lácteos,7.51,81,0,1,7
21/01/2023,Leche Pil En Polvo 500g,Lácteos,25.62,19,0,1,6
11/01/2023,Leche Condensada Pil 400g,Derivado,11.05,21,5,1,3
30/01/2023,Leche Pil UHT 1L,Lácteos,7.45,82,0,1,1
17/01/2023,Leche Pil Light 1L,Lácteos,9.28,78,10,1,2
19/01/2023,Leche Pil Entera 1L,Lácteos,8.59,111,10,1,4
19/01/2023,Leche Pil Entera 1L,Lácteos,8.42,117,0,1,4
23/01/2023,Leche Pil 500ml (mini),Lácteos,4.89,55,5,1,1
18/01/2023,Leche Condensada Pil 400g,Derivado,10.76,38,15,1,3
17/01/2023,Yogurt Pil Fresa 1L,Derivado,9.9,47,0,1,2
13/01/2023,Leche Pil Entera 1L,Lácteos,8.52,111,15,1,5
25/01/2023,Leche Pil UHT 1L,Lácteos,7.22,93,0,1,3
18/01/2023,Leche Pil UHT 1L,Lácteos,8.13,84,0,1,3
21/01/2023,Leche Pil Entera 1L,Lácteos,8.59,135,0,1,6
07/01/2023,Leche Pil 500ml (mini),Lácteos,4.82,69,0,1,6
10/01/2023,Leche Pil UHT 1L,Lácteos,7.31,106,0,1,2
11/01/2023,Leche Pil Light 1L,Lácteos,8.88,101,10,1,3
05/01/2023,Leche Pil 500ml (mini),Lácteos,4.89,57,0,1,4
15/01/2023,Yogurt Pil Natural 1L,Derivado,9.35,48,0,1,7
25/01/2023,Leche Pil Deslactosada 1L,Lácteos,9.4,49,0,1,3
07/01/2023,Leche Pil UHT 1L,Lácteos,7.58,136,15,1,6
10/01/2023,Leche Pil Deslactosada 1L,Lácteos,9.49,69,0,1,2
31/01/2023,Leche Pil Deslactosada 1L,Lácteos,9.56,64,10,1,2
21/01/2023,Leche Pil UHT 1L,Lácteos,7.52,116,0,1,6
14/01/2023,Leche Pil Entera 1L,Lácteos,8.8,101,0,1,6
13/01/2023,Yogurt Bebible Pil 200ml,Derivado,4.41,68,0,1,5
14/01/2023,Leche Pil Deslactosada 1L,Lácteos,9.45,87,15,1,6
13/01/2023,Yogurt Pil Fresa 1L,Derivado,10.16,51,5,1,5
03/01/2023,Leche Pil Deslactosada 1L,Lácteos,10.15,59,0,1,2
16/01/2023,Leche Condensada Pil 400g,Derivado,10.87,37,20,1,1
01/01/2023,Yogurt Pil Natural 1L,Derivado,10.11,46,0,1,7
16/01/2023,Leche Pil Deslactosada 1L,Lácteos,9.61,63,0,1,1
04/01/2023,Leche Pil Light 1L,Lácteos,8.43,94,0,1,3
11/01/2023,Leche Pil Entera 1L,Lácteos,8.44,93,0,1,3
18/01/2023,Leche Pil Light 1L,Lácteos,8.99,99,5,1,3
16/01/2023,Queso Pil Fresco 300g,Derivado,14.15,37,0,1,1
20/01/2023,Yogurt Pil Fresa 1L,Derivado,10.42,52,15,1,5
13/01/2023,Leche Pil UHT 1L,Lácteos,7.44,93,0,1,5
10/01/2023,Leche Pil Entera 1L,Lácteos,9.12,92,0,1,2
16/01/2023,Leche Pil UHT 1L,Lácteos,7.79,101,0,1,1
26/01/2023,Leche Pil En Polvo 500g,Lácteos,24.39,9,0,1,4
25/01/2023,Leche Pil UHT 1L,Lácteos,7.19,102,0,1,3
10/01/2023,Queso Pil Fresco 300g,Derivado,13.77,29,15,1,2
25/01/2023,Queso Pil Fresco 300g,Derivado,13.63,34,0,1,3
22/01/2023,Yogurt Pil Fresa 1L,Derivado,9.95,48,0,1,7
23/01/2023,Yogurt Bebible Pil 200ml,Derivado,4.51,63,0,1,1
02/01/2023,Bebida Láctea Pil Chocolate 1L,Bebidas,11.79,49,0,1,1
17/01/2023,Leche Pil Light 1L,Lácteos,8.88,78,0,1,2
27/01/2023,Bebida Láctea Pil Chocolate 1L,Bebidas,11.69,48,0,1,5
02/01/2023,Leche Pil UHT 1L,Lácteos,7.36,85,0,1,1
07/01/2023,Leche Pil Entera 1L,Lácteos,8.77,101,0,1,6
31/01/2023,Yogurt Bebible Pil 200ml,Derivado,4.49,65,0,1,2
03/01/2023,Leche Pil UHT 1L,Lácteos,7.39,119,5,1,2
10/01/2023,Yogurt Pil Natural 1L,Derivado,10.16,54,10,1,2
29/01/2023,Bebida Láctea Pil Chocolate 1L,Bebidas,11.32,43,0,1,7
19/01/2023,Leche Pil Light 1L,Lácteos,8.93,81,0,1,4
24/01/2023,Leche Pil 500ml (mini),Lácteos,5.42,83,10,1,2
29/01/2023,Leche Pil En Polvo 500g,Lácteos,25.07,13,0,1,7
19/01/2023,Leche Pil Deslactosada 1L,Lácteos,9.22,61,0,1,4
18/01/2023,Yogurt Pil Natural 1L,Derivado,9.94,47,0,1,3
06/01/2023,Yogurt Pil Fresa 1L,Derivado,10.21,38,0,1,5
21/01/2023,Mantequilla Pil 200g,Derivado,11.58,51,5,1,6
11/01/2023,Leche Condensada Pil 400g,Derivado,10.99,30,10,1,3
24/01/2023,Leche Pil UHT 1L,Lácteos,7.88,93,0,1,2
02/01/2023,Leche Pil UHT 1L,Lácteos,7.58,92,5,1,1
18/01/2023,Leche Pil 500ml (mini),Lácteos,4.84,66,0,1,3
01/01/2023,Yogurt Bebible Pil 200ml,Derivado,4.61,78,0,1,7
02/01/2023,Leche Pil UHT 1L,Lácteos,7.24,92,0,1,1
31/01/2023,Leche Pil 500ml (mini),Lácteos,4.96,73,15,1,2
10/01/2023,Yogurt Bebible Pil 200ml,Derivado,4.47,64,5,1,2
13/01/2023,Leche Pil Entera 1L,Lácteos,8.97,118,15,1,5
07/01/2023,Yogurt Bebible Pil 200ml,Derivado,4.52,83,0,1,6
12/01/2023,Leche Pil En Polvo 500g,Lácteos,25.0,12,0,1,4
31/01/2023,Bebida Láctea Pil Chocolate 1L,Bebidas,11.26,32,0,1,2
18/01/2023,Leche Pil 500ml (mini),Lácteos,5.19,48,0,1,3
02/01/2023,Queso Pil Fresco 300g,Derivado,14.22,33,5,1,1
27/01/2023,Leche Pil En Polvo 500g,Lácteos,25.82,26,0,1,5
27/01/2023,Leche Pil Light 1L,Lácteos,9.83,74,0,1,5
22/01/2023,Leche Pil Deslactosada 1L,Lácteos,9.03,42,0,1,7
28/01/2023,Yogurt Bebible Pil 200ml,Derivado,4.4,89,0,1,6
14/01/2023,Leche Pil Light 1L,Lácteos,8.92,96,10,1,6
24/01/2023,Yogurt Bebible Pil 200ml,Derivado,4.64,64,0,1,2
17/01/2023,Leche Pil Entera 1L,Lácteos,8.38,117,0,1,2
17/01/2023,Yogurt Pil Natural 1L,Derivado,10.21,52,5,1,2
28/01/2023,Leche Pil Deslactosada 1L,Lácteos,9.64,85,0,1,6
06/01/2023,Yogurt Pil Fresa 1L,Derivado,9.43,57,0,1,5
17/01/2023,Yogurt Pil Natural 1L,Derivado,10.0,57,0,1,2
12/01/2023,Leche Pil Light 1L,Lácteos,8.63,93,0,1,4
22/01/2023,Yogurt Pil Fresa 1L,Derivado,10.14,47,5,1,7
23/01/2023,Leche Pil Deslactosada 1L,Lácteos,9.4,51,0,1,1
02/01/2023,Leche Pil Deslactosada 1L,Lácteos,9.59,59,0,1,1
30/01/2023,Leche Pil Deslactosada 1L,Lácteos,9.89,62,0,1,1
07/01/2023,Yogurt Pil Fresa 1L,Derivado,10.2,50,0,1,6
04/01/2023,Leche Pil Deslactosada 1L,Lácteos,9.48,50,0,1,3
15/01/2023,Leche Condensada Pil 400g,Derivado,10.41,29,10,1,7
